"Estimate","Std. Error","t value","Pr(>|t|)","Zmienna"
0.0192986961888698,0.0204662665297902,0.942951473869408,0.345928571338748,"(Intercept)"
0.0544946637957739,0.0504808300373808,1.07951203962813,0.280614225049712,"Stopa_proc"
-0.00816239908028782,0.0189744968763682,-0.430177365622467,0.667157317471778,"Inflacja"
-0.00262079171698882,0.00370443386070403,-0.707474290414445,0.479433076534806,"USDPLN"
-1.19295742879082e-06,1.01510143969223e-06,-1.17521006487047,0.240184403807014,"Miedz"
