"Estimate","Std. Error","t value","Pr(>|t|)","Zmienna"
0.0177359650392406,0.0190998816418863,0.928590311279492,0.353320703065778,"(Intercept)"
0.0334815050605018,0.0471105893932689,0.710700194833173,0.477432189302947,"Stopa_proc"
-0.00594881631136077,0.0177077066804274,-0.335945044647486,0.736981264369121,"Inflacja"
-0.00194516626698707,0.0034571155509313,-0.5626558436738,0.573792654824355,"USDPLN"
-1.20947552522437e-06,9.47330443703975e-07,-1.27671979008236,0.201991204729657,"Miedz"
